Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-186,2,499,499,633,8,134,126,2
Process-187,3,3701,3701,4094,10,393,383,3
Process-188,3,3067,3067,3084,1,17,16,0
Process-189,1,718,718,1008,10,290,280,3
Process-190,1,899,899,1140,8,241,233,2
Process-191,2,4310,4310,4431,9,121,112,2
Process-192,3,558,558,608,10,50,40,3
Process-193,2,4829,4829,4834,5,5,0,1
Process-194,2,1137,1137,1239,9,102,93,2
Process-195,2,138,138,248,4,110,106,1
Process-196,3,2102,2102,2159,6,57,51,1
Process-197,2,1587,1587,2265,5,678,673,1
Process-198,2,5262,5262,5287,6,25,19,1
Process-199,4,2847,2847,2886,8,39,31,2
Process-200,4,4081,4081,4311,8,230,222,2
Process-201,2,4952,4952,5000,7,48,41,2
Process-202,1,1813,1813,2563,8,750,742,2
Process-203,5,3407,3407,3494,3,87,84,0
Process-204,5,1616,1616,1649,6,33,27,1
Process-205,5,2793,2793,2820,5,27,22,1
Process-206,4,3865,3865,3885,4,20,16,1
Process-207,1,1368,1368,1413,6,45,39,1
Process-208,5,397,397,401,2,4,2,0
Process-209,5,3651,3651,4009,6,358,352,1
Process-210,5,674,674,700,10,26,16,3
Process-211,1,3793,3793,4364,8,571,563,2
Process-212,4,4626,4626,4637,4,11,7,1
Process-213,4,3453,3453,3572,4,119,115,1
Process-214,2,4346,4346,4539,6,193,187,1
Process-215,5,1406,1406,1525,7,119,112,2
Process-216,5,1596,1596,1631,3,35,32,0
Process-217,5,115,115,125,7,10,3,2
Process-218,3,984,984,1121,8,137,129,2
Process-219,1,2138,2138,3632,9,1494,1485,2
Process-220,2,1203,1203,1282,8,79,71,2
Process-221,3,1823,1823,1927,3,104,101,0
Process-222,5,5369,5369,5406,10,37,27,3
Process-223,2,1368,1368,1571,8,203,195,2
Process-224,5,556,556,621,10,65,55,3
Process-225,2,1679,1679,1859,6,180,174,1
Process-226,4,5179,5179,5198,5,19,14,1
Process-227,4,4774,4774,4782,2,8,6,0
Process-228,1,5436,5436,5519,1,83,82,0
Process-229,2,4969,4969,5093,7,124,117,2
Process-230,1,3329,3329,4226,7,897,890,2
Process-231,2,3273,3273,3434,4,161,157,1
Process-232,1,1194,1194,2138,10,944,934,3
Process-233,3,680,680,690,3,10,7,0
Process-234,1,214,214,339,6,125,119,1
Process-235,2,4185,4185,4204,4,19,15,1
Process-236,1,4874,4874,4934,1,60,59,0
Process-237,5,1593,1593,1740,7,147,140,2
Process-238,1,4274,4274,4517,4,243,239,1
Process-239,4,204,204,237,1,33,32,0
Process-240,2,3785,3785,4273,10,488,478,3
Process-241,3,5091,5091,5152,7,61,54,2
Process-242,5,2739,2739,2776,2,37,35,0
Process-243,2,4896,4896,4972,6,76,70,1
Process-244,1,429,429,581,1,152,151,0
Process-245,4,1066,1066,1104,10,38,28,3
Process-246,2,2804,2804,2969,10,165,155,3
Process-247,3,1165,1165,1200,10,35,25,3
Process-248,3,2581,2581,2607,2,26,24,0
Process-249,1,5449,5449,5497,8,48,40,2
Process-250,2,3237,3237,3304,2,67,65,0
Process-251,1,1549,1549,1640,8,91,83,2
Process-252,4,3921,3921,3999,9,78,69,2
Process-253,4,2923,2923,3069,6,146,140,1
Process-254,3,1196,1196,1201,4,5,1,1
Process-255,2,3050,3050,3097,4,47,43,1
Process-256,2,3612,3612,3628,3,16,13,0
Process-257,4,944,944,1028,10,84,74,3
Process-258,1,5463,5463,5476,2,13,11,0
Process-259,1,3391,3391,3892,4,501,497,1
Process-260,4,325,325,402,4,77,73,1
Process-261,3,5221,5221,5225,2,4,2,0
Process-262,2,1781,1781,1983,6,202,196,1
Process-263,4,5239,5239,5254,8,15,7,2
Process-264,2,4384,4384,4477,4,93,89,1
Process-265,1,3602,3602,4252,5,650,645,1
Process-266,1,1644,1644,1841,6,197,191,1
Process-267,3,368,368,415,10,47,37,3
Process-268,2,2263,2263,2881,8,618,610,2
Process-269,3,1825,1825,1891,3,66,63,0
Process-270,3,3267,3267,3328,5,61,56,1
Process-271,2,3165,3165,3263,7,98,91,2
Process-272,1,1045,1045,1095,4,50,46,1
Process-273,3,1296,1296,1421,5,125,120,1
Process-274,4,1110,1110,1149,2,39,37,0
Process-275,3,3988,3988,4200,7,212,205,2
Process-276,5,4732,4732,4748,9,16,7,2
Process-277,3,886,886,995,3,109,106,0
Process-278,2,4897,4897,5145,10,248,238,3
Process-279,1,2296,2296,2463,9,167,158,2
Process-280,3,2728,2728,2732,1,4,3,0
Process-281,2,977,977,1039,6,62,56,1
Process-282,1,831,831,1205,8,374,366,2
Process-283,1,1287,1287,1693,8,406,398,2
Process-284,4,1565,1565,1572,1,7,6,0
Process-285,1,4943,4943,4964,4,21,17,1
Process-286,2,1666,1666,2229,6,563,557,1
Process-287,4,16,16,25,9,9,0,2
Process-288,4,2576,2576,2722,8,146,138,2
Process-289,3,5244,5244,5256,2,12,10,0
Process-290,4,3196,3196,3285,1,89,88,0
Process-291,3,1985,1985,2161,1,176,175,0
Process-292,2,4186,4186,4272,4,86,82,1
Process-293,2,4486,4486,4497,2,11,9,0
Process-294,1,1124,1124,1327,8,203,195,2
Process-295,5,4915,4915,4923,5,8,3,1
Process-296,3,1598,1598,1734,6,136,130,1
Process-297,1,1037,1037,1144,7,107,100,2
Process-298,4,4015,4015,4067,1,52,51,0
Process-299,4,1953,1953,2094,10,141,131,3
Process-300,4,1634,1634,1770,8,136,128,2
Process-301,4,1505,1505,1567,4,62,58,1
Process-302,5,393,393,399,3,6,3,0
Process-303,3,410,410,446,5,36,31,1
Process-304,5,3944,3944,4051,9,107,98,2
Process-305,2,3968,3968,4027,1,59,58,0
Process-306,3,122,122,151,7,29,22,2
Process-307,1,2780,2780,4193,8,1413,1405,2
Process-308,2,791,791,909,9,118,109,2
Process-309,3,1489,1489,1497,4,8,4,1
Process-310,3,1020,1020,1085,2,65,63,0
Process-311,2,748,748,846,4,98,94,1
Process-312,4,3616,3616,3942,7,326,319,2
Process-313,3,21,21,50,9,29,20,2
Process-314,4,3113,3113,3619,10,506,496,3
Process-315,4,3587,3587,3657,9,70,61,2
Process-316,3,1266,1266,1419,9,153,144,2
Process-317,3,460,460,510,9,50,41,2
Process-318,3,3767,3767,3861,6,94,88,1
Process-319,2,2754,2754,3143,7,389,382,2
Process-320,2,1816,1816,1835,3,19,16,0
Process-321,3,4816,4816,4820,4,4,0,1
Process-322,3,3480,3480,3706,8,226,218,2
Process-323,3,3231,3231,3271,4,40,36,1
Process-324,4,763,763,791,4,28,24,1
Process-325,3,1505,1505,1594,3,89,86,0
Process-326,1,780,780,814,5,34,29,1
Process-327,3,5359,5359,5405,7,46,39,2
Process-328,5,5358,5358,5376,6,18,12,1
Process-329,1,917,917,1344,8,427,419,2
Process-330,1,3875,3875,4388,6,513,507,1
Process-331,4,4621,4621,4627,4,6,2,1
Process-332,5,3368,3368,3481,4,113,109,1
Process-333,1,5324,5324,5341,3,17,14,0
Process-334,4,1927,1927,1980,8,53,45,2
Process-335,3,55,55,68,1,13,12,0
Process-336,2,4143,4143,4227,1,84,83,0
Process-337,5,3682,3682,3714,2,32,30,0
Process-338,3,3418,3418,3827,1,409,408,0
Process-339,4,1253,1253,1303,4,50,46,1
Process-340,4,949,949,1051,9,102,93,2
Process-341,3,2457,2457,2579,7,122,115,2
Process-342,3,1280,1280,1285,3,5,2,0
Process-343,1,4051,4051,4137,6,86,80,1
Process-344,2,5197,5197,5212,6,15,9,1
Process-345,4,5229,5229,5235,5,6,1,1
Process-346,2,1994,1994,2054,2,60,58,0
Process-347,4,3198,3198,3316,3,118,115,0
Process-348,1,1869,1869,2506,9,637,628,2
Process-349,5,2407,2407,2539,8,132,124,2
Process-350,2,908,908,1036,4,128,124,1
Process-351,2,477,477,568,5,91,86,1
Process-352,3,3228,3228,3399,8,171,163,2
Process-353,4,1402,1402,1507,6,105,99,1
Process-354,1,1680,1680,2266,4,586,582,1
Process-355,1,4899,4899,5153,10,254,244,3
Process-356,2,1968,1968,2146,6,178,172,1
Process-357,2,791,791,939,9,148,139,2
Process-358,5,761,761,774,7,13,6,2
Process-359,1,3567,3567,3624,5,57,52,1
Process-360,5,1638,1638,1823,1,185,184,0
Process-361,2,3352,3352,3420,7,68,61,2
Process-362,1,418,418,490,4,72,68,1
Process-363,3,3375,3375,3648,5,273,268,1
Process-364,3,1608,1608,1720,3,112,109,0
Process-365,3,880,880,986,2,106,104,0
Process-366,1,2930,2930,4086,8,1156,1148,2
Process-367,5,4827,4827,4828,1,1,0,0
Process-368,1,1545,1545,1968,8,423,415,2
Process-369,4,5081,5081,5090,8,9,1,2
Process-370,3,4994,4994,5033,6,39,33,1
Process-371,5,2223,2223,2295,2,72,70,0
Process-372,3,5482,5482,5503,9,21,12,2
Process-373,4,1792,1792,1829,3,37,34,0
Process-374,2,2630,2630,3001,4,371,367,1
Process-375,5,2029,2029,2153,7,124,117,2
Process-376,2,3722,3722,3891,5,169,164,1
Process-377,1,2969,2969,3535,4,566,562,1
Process-378,1,1638,1638,2383,6,745,739,1
Process-379,4,1480,1480,1566,9,86,77,2
Process-380,5,2466,2466,2564,4,98,94,1
Process-381,5,2167,2167,2445,8,278,270,2
Process-382,3,3364,3364,3423,3,59,56,0
Process-383,1,5244,5244,5342,4,98,94,1
Process-384,3,3175,3175,3179,2,4,2,0
Process-385,3,2208,2208,2355,3,147,144,0
Process-386,3,4616,4616,4625,4,9,5,1
Process-387,5,3386,3386,3559,8,173,165,2
Process-388,1,5166,5166,5178,1,12,11,0
Process-389,5,2404,2404,2513,7,109,102,2
Process-390,1,142,142,196,6,54,48,1
Process-391,2,4820,4820,4822,2,2,0,0
Process-392,2,2850,2850,3016,2,166,164,0
Process-393,2,3744,3744,3872,4,128,124,1
Process-394,5,5322,5322,5355,6,33,27,1
Process-395,2,4080,4080,4276,4,196,192,1
Process-396,2,3524,3524,3899,4,375,371,1
Process-397,4,3689,3689,3712,3,23,20,0
Process-398,4,4049,4049,4073,3,24,21,0
Process-399,3,1181,1181,1216,5,35,30,1
Process-400,4,3384,3384,3391,3,7,4,0
Process-401,2,1056,1056,1074,2,18,16,0
Process-402,3,3088,3088,3211,5,123,118,1
Process-403,2,568,568,627,3,59,56,0
Process-404,3,4047,4047,4173,4,126,122,1
Process-405,4,2124,2124,2200,4,76,72,1
Process-406,2,3682,3682,3875,6,193,187,1
Process-407,5,2282,2282,2324,5,42,37,1
Process-408,3,839,839,852,5,13,8,1
Process-409,1,5037,5037,5064,3,27,24,0
Process-410,5,1002,1002,1043,1,41,40,0
Process-411,5,636,636,646,10,10,0,3
Process-412,4,4599,4599,4626,7,27,20,2
Process-413,1,4970,4970,5070,7,100,93,2
Process-414,1,2970,2970,3256,6,286,280,1
Process-415,5,4840,4840,4850,10,10,0,3
Process-416,1,5293,5293,5361,8,68,60,2
Process-417,2,1160,1160,1196,5,36,31,1
Process-418,2,1681,1681,2648,9,967,958,2
Process-419,1,3549,3549,4203,9,654,645,2
Process-420,2,1611,1611,1750,8,139,131,2
Process-421,1,3112,3112,3591,4,479,475,1
Process-422,5,2098,2098,2184,5,86,81,1
Process-423,1,5092,5092,5237,8,145,137,2
Process-424,1,4689,4689,4777,9,88,79,2
Process-425,2,1044,1044,1220,10,176,166,3
Process-426,4,3441,3441,3545,6,104,98,1
Process-427,2,5404,5404,5454,9,50,41,2
Process-428,4,3074,3074,3083,2,9,7,0
Process-429,4,2961,2961,3110,3,149,146,0
Process-430,4,193,193,233,5,40,35,1
Process-431,1,1748,1748,2334,10,586,576,3
Process-432,4,2270,2270,2337,6,67,61,1
Process-433,3,5365,5365,5389,1,24,23,0
Process-434,2,3279,3279,3317,1,38,37,0
Process-435,3,2090,2090,2311,7,221,214,2
Process-436,1,1809,1809,1880,3,71,68,0
Process-437,5,2540,2540,2591,3,51,48,0
Process-438,5,217,217,259,4,42,38,1
Process-439,3,2523,2523,2557,2,34,32,0
Process-440,1,1972,1972,2339,2,367,365,0
Process-441,4,4615,4615,4639,8,24,16,2
Process-442,1,2342,2342,3026,8,684,676,2
Process-443,3,1712,1712,1804,5,92,87,1
Process-444,3,1302,1302,1358,6,56,50,1
Process-445,4,2007,2007,2099,5,92,87,1
Process-446,5,5162,5162,5184,8,22,14,2
Process-447,1,1194,1194,1385,4,191,187,1
Process-448,3,2143,2143,2179,6,36,30,1
Process-449,5,3337,3337,3382,6,45,39,1
Process-450,3,3507,3507,3716,8,209,201,2
Process-451,2,328,328,470,10,142,132,3
Process-452,1,1518,1518,1924,2,406,404,0
Process-453,1,3956,3956,4166,5,210,205,1
Process-454,1,4879,4879,5196,7,317,310,2
Process-455,1,1914,1914,2154,1,240,239,0
Process-456,2,1559,1559,1608,3,49,46,0
Process-457,2,4777,4777,4790,8,13,5,2
Process-458,3,201,201,218,2,17,15,0
Process-459,5,1998,1998,2194,6,196,190,1
Process-460,2,1786,1786,2278,8,492,484,2
Process-461,3,1604,1604,1722,5,118,113,1
Process-462,4,4950,4950,4966,5,16,11,1
Process-463,5,4003,4003,4013,3,10,7,0
Process-464,5,2812,2812,2898,8,86,78,2
Process-465,5,881,881,917,8,36,28,2
Process-466,3,4468,4468,4491,3,23,20,0
Process-467,2,739,739,819,8,80,72,2
Process-468,2,1593,1593,1731,3,138,135,0
Process-469,1,642,642,662,9,20,11,2
Process-470,2,1614,1614,1929,5,315,310,1
Process-471,4,3496,3496,3747,10,251,241,3
Process-472,1,1955,1955,2962,5,1007,1002,1
Process-473,5,4967,4967,5015,7,48,41,2
Process-474,1,4326,4326,4640,10,314,304,3
Process-475,1,920,920,1162,10,242,232,3
Process-476,4,1674,1674,1765,3,91,88,0
Process-477,2,3133,3133,3640,9,507,498,2
Process-478,5,2973,2973,3204,10,231,221,3
Process-479,1,157,157,181,3,24,21,0
Process-480,1,37,37,44,3,7,4,0
Process-481,5,1570,1570,1717,5,147,142,1
Process-482,2,2641,2641,2808,6,167,161,1
Process-483,1,3595,3595,4257,2,662,660,0
Process-484,3,4387,4387,4416,8,29,21,2
Process-485,1,2813,2813,3055,4,242,238,1
Process-486,2,2368,2368,2495,4,127,123,1
Process-487,2,4545,4545,4561,4,16,12,1
Process-488,5,4344,4344,4382,7,38,31,2
Process-489,5,1588,1588,1628,6,40,34,1
Process-490,5,27,27,32,1,5,4,0
Process-491,1,436,436,623,7,187,180,2
Process-492,4,1781,1781,1907,7,126,119,2
Process-493,3,3379,3379,3471,7,92,85,2
Process-494,2,2207,2207,2649,7,442,435,2
Process-495,1,1633,1633,1822,6,189,183,1
Process-496,4,2455,2455,2588,6,133,127,1
Process-497,4,3638,3638,3895,6,257,251,1
Process-498,1,3620,3620,4210,6,590,584,1
Process-499,4,670,670,742,8,72,64,2
Process-500,5,1869,1869,1978,5,109,104,1
Process-501,2,10,10,11,1,1,0,0
Process-502,1,880,880,1031,7,151,144,2
Process-503,2,3820,3820,3961,5,141,136,1
Process-504,5,2253,2253,2287,6,34,28,1
Process-505,3,1255,1255,1290,7,35,28,2
Process-506,4,1122,1122,1143,3,21,18,0
Process-507,5,1569,1569,1576,2,7,5,0
Process-508,5,3406,3406,3506,8,100,92,2
Process-509,3,1988,1988,2016,4,28,24,1
Process-510,1,65,65,222,6,157,151,1
Process-511,5,887,887,930,9,43,34,2
Process-512,5,5083,5083,5115,4,32,28,1
Process-513,4,3630,3630,3797,8,167,159,2
Process-514,4,1603,1603,1638,4,35,31,1
Process-515,4,4057,4057,4089,6,32,26,1
Process-516,4,4298,4298,4348,8,50,42,2
Process-517,3,1956,1956,2110,2,154,152,0
Process-518,2,2271,2271,2641,7,370,363,2
Process-519,2,692,692,773,3,81,78,0
Process-520,4,2988,2988,3101,4,113,109,1
Process-521,1,2168,2168,2299,1,131,130,0
Process-522,4,1337,1337,1352,2,15,13,0
Process-523,5,5023,5023,5026,3,3,0,0
Process-524,5,3330,3330,3355,4,25,21,1
Process-525,5,4858,4858,4864,6,6,0,1
Process-526,2,3714,3714,4093,4,379,375,1
Process-527,3,954,954,1066,1,112,111,0
Process-528,2,2922,2922,3433,7,511,504,2
Process-529,1,1443,1443,1574,5,131,126,1
Process-530,4,2773,2773,2921,10,148,138,3
Process-531,2,4885,4885,4894,1,9,8,0
Process-532,4,2925,2925,3180,4,255,251,1
Process-533,3,3459,3459,3828,7,369,362,2
Process-534,4,4880,4880,4903,9,23,14,2
Process-535,1,3033,3033,3884,9,851,842,2
Process-536,5,4359,4359,4365,4,6,2,1
Process-537,2,442,442,532,6,90,84,1
Process-538,5,672,672,726,7,54,47,2
Process-539,3,4978,4978,5023,10,45,35,3
Process-540,3,4447,4447,4463,3,16,13,0
Process-541,5,2924,2924,3007,9,83,74,2
Process-542,2,58,58,193,8,135,127,2
Process-543,2,1536,1536,1605,8,69,61,2
Process-544,1,4599,4599,4614,3,15,12,0
Process-545,4,5380,5380,5411,6,31,25,1
Process-546,3,3329,3329,3367,6,38,32,1
Process-547,2,22,22,95,6,73,67,1
Process-548,1,791,791,1202,7,411,404,2
Process-549,4,3615,3615,3722,3,107,104,0
Process-550,2,2532,2532,3149,9,617,608,2
Process-551,4,4216,4216,4233,3,17,14,0
Process-552,1,3175,3175,3467,1,292,291,0
Process-553,2,2222,2222,2411,6,189,183,1
Process-554,5,4037,4037,4225,8,188,180,2
Process-555,2,1843,1843,2143,8,300,292,2
Process-556,5,1309,1309,1378,4,69,65,1
Process-557,3,1297,1297,1299,2,2,0,0
Process-558,1,2635,2635,2904,6,269,263,1
Process-559,2,3277,3277,3330,5,53,48,1
Process-560,2,1408,1408,1504,4,96,92,1
Process-561,2,5495,5495,5523,10,28,18,3
Process-562,4,5430,5430,5443,5,13,8,1
Process-563,2,270,270,501,5,231,226,1
Process-564,2,2927,2927,2929,2,2,0,0
Process-565,1,3667,3667,4339,4,672,668,1
Process-566,4,469,469,545,7,76,69,2
Process-567,5,2270,2270,2362,4,92,88,1
Process-568,2,3187,3187,3214,3,27,24,0
Process-569,3,3019,3019,3054,3,35,32,0
Process-570,3,3477,3477,3780,8,303,295,2
Process-571,4,5334,5334,5352,9,18,9,2
Process-572,5,4877,4877,4930,5,53,48,1
Process-573,3,2489,2489,2558,1,69,68,0
Process-574,5,838,838,850,4,12,8,1
Process-575,3,2562,2562,3048,10,486,476,3
Process-576,4,3380,3380,3526,2,146,144,0
Process-577,2,3426,3426,3477,9,51,42,2
Process-578,5,2719,2719,2909,8,190,182,2
Process-579,4,1772,1772,1885,5,113,108,1
Process-580,1,324,324,457,5,133,128,1
Process-581,4,2460,2460,2615,8,155,147,2
Process-582,2,1572,1572,1909,2,337,335,0
Process-583,2,1379,1379,1387,2,8,6,0
Process-584,3,569,569,586,4,17,13,1
Process-585,2,4994,4994,5066,5,72,67,1
Process-586,3,1471,1471,1706,10,235,225,3
Process-587,3,4421,4421,4481,7,60,53,2
Process-588,2,892,892,1179,7,287,280,2
Process-589,3,1402,1402,1436,6,34,28,1
Process-590,1,502,502,557,2,55,53,0
