Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-340,1,3916,3916,3929,3,13,10,2
Process-341,4,4431,4431,4470,7,39,32,6
Process-342,4,2589,2589,2595,2,6,4,1
Process-343,5,2312,2312,2320,3,8,5,2
Process-344,5,1004,1004,1029,10,25,15,9
Process-345,5,5006,5006,5013,7,7,0,6
Process-346,1,4902,4902,4931,5,29,24,4
Process-347,2,1220,1220,1224,4,4,0,3
Process-348,4,752,752,774,6,22,16,5
Process-349,5,174,174,203,4,29,25,3
Process-350,1,151,151,164,8,13,5,7
Process-351,2,3049,3049,3066,7,17,10,6
Process-352,2,866,866,867,1,1,0,0
Process-353,1,5443,5443,5486,3,43,40,2
Process-354,4,3495,3495,3502,5,7,2,4
Process-355,2,802,802,805,2,3,1,1
Process-356,1,3543,3543,3561,10,18,8,9
Process-357,3,3584,3584,3594,7,10,3,6
Process-358,4,4124,4124,4163,6,39,33,5
Process-359,3,1116,1116,1147,10,31,21,9
Process-360,1,4797,4797,4800,3,3,0,2
Process-361,5,2522,2522,2544,6,22,16,5
Process-362,2,1630,1630,1648,5,18,13,4
Process-363,5,1538,1538,1552,10,14,4,9
Process-364,3,1370,1370,1387,1,17,16,0
Process-365,2,2381,2381,2393,2,12,10,1
Process-366,2,4510,4510,4570,8,60,52,7
Process-367,4,2199,2199,2212,6,13,7,5
Process-368,3,3015,3015,3062,8,47,39,7
Process-369,3,4365,4365,4399,10,34,24,9
Process-370,2,192,192,213,9,21,12,8
Process-371,2,1580,1580,1584,4,4,0,3
Process-372,1,1755,1755,1762,5,7,2,4
Process-373,5,605,605,612,4,7,3,3
Process-374,5,2100,2100,2133,9,33,24,8
Process-375,4,918,918,922,4,4,0,3
Process-376,3,2021,2021,2023,2,2,0,1
Process-377,2,3972,3972,3975,3,3,0,2
Process-378,3,3729,3729,3759,8,30,22,7
Process-379,4,953,953,954,1,1,0,0
Process-380,2,3545,3545,3562,6,17,11,5
Process-381,1,2226,2226,2242,10,16,6,9
Process-382,1,5155,5155,5239,5,84,79,4
Process-383,4,1388,1388,1396,8,8,0,7
Process-384,1,2657,2657,2666,2,9,7,1
Process-385,1,3445,3445,3450,5,5,0,4
Process-386,5,3025,3025,3063,7,38,31,6
Process-387,3,122,122,136,5,14,9,4
Process-388,5,2965,2965,2969,4,4,0,3
Process-389,4,4573,4573,4579,1,6,5,0
Process-390,4,4838,4838,4842,4,4,0,3
Process-391,3,4740,4740,4750,10,10,0,9
Process-392,2,2367,2367,2390,1,23,22,0
Process-393,4,5322,5322,5337,10,15,5,9
Process-394,4,4259,4259,4273,7,14,7,6
Process-395,1,1792,1792,1845,5,53,48,4
Process-396,1,3194,3194,3209,7,15,8,6
Process-397,4,1228,1228,1236,8,8,0,7
Process-398,4,802,802,804,1,2,1,0
Process-399,2,3225,3225,3248,6,23,17,5
Process-400,2,5206,5206,5261,4,55,51,3
Process-401,5,1511,1511,1515,2,4,2,1
Process-402,1,4008,4008,4011,3,3,0,2
Process-403,3,4016,4016,4021,5,5,0,4
Process-404,4,2271,2271,2274,3,3,0,2
Process-405,5,3084,3084,3093,6,9,3,5
Process-406,4,5041,5041,5068,1,27,26,0
Process-407,1,2743,2743,2758,8,15,7,7
Process-408,5,2125,2125,2136,3,11,8,2
Process-409,2,3341,3341,3360,2,19,17,1
Process-410,5,4083,4083,4108,10,25,15,9
Process-411,3,1249,1249,1267,10,18,8,9
Process-412,1,3741,3741,3761,9,20,11,8
Process-413,3,4904,4904,4932,5,28,23,4
Process-414,3,884,884,894,10,10,0,9
Process-415,2,3377,3377,3395,9,18,9,8
Process-416,5,2322,2322,2325,3,3,0,2
Process-417,1,2120,2120,2135,6,15,9,5
Process-418,3,2787,2787,2791,4,4,0,3
Process-419,1,2426,2426,2431,2,5,3,1
Process-420,1,4342,4342,4344,2,2,0,1
Process-421,1,3182,3182,3192,8,10,2,7
Process-422,4,3188,3188,3207,3,19,16,2
Process-423,4,589,589,598,3,9,6,2
Process-424,5,682,682,699,9,17,8,8
Process-425,4,722,722,731,6,9,3,5
Process-426,5,5135,5135,5222,10,87,77,9
Process-427,5,614,614,621,7,7,0,6
Process-428,1,2423,2423,2430,2,7,5,1
Process-429,4,4907,4907,4934,2,27,25,1
Process-430,4,1190,1190,1197,4,7,3,3
Process-431,1,1151,1151,1153,2,2,0,1
Process-432,1,956,956,966,10,10,0,9
Process-433,2,5274,5274,5280,6,6,0,5
Process-434,1,4596,4596,4623,7,27,20,6
Process-435,3,1763,1763,1769,3,6,3,2
Process-436,1,3615,3615,3637,7,22,15,6
Process-437,1,5090,5090,5124,6,34,28,5
Process-438,2,1115,1115,1146,4,31,27,3
Process-439,3,1065,1065,1073,6,8,2,5
Process-440,3,5414,5414,5417,1,3,2,0
Process-441,4,4699,4699,4706,6,7,1,5
Process-442,3,5020,5020,5033,10,13,3,9
Process-443,3,1854,1854,1857,3,3,0,2
Process-444,5,4906,4906,4933,10,27,17,9
Process-445,1,96,96,106,10,10,0,9
Process-446,3,1410,1410,1418,8,8,0,7
Process-447,5,5128,5128,5220,9,92,83,8
Process-448,3,4110,4110,4112,2,2,0,1
Process-449,1,4491,4491,4525,6,34,28,5
Process-450,1,3889,3889,3900,8,11,3,7
Process-451,5,502,502,511,9,9,0,8
Process-452,1,3707,3707,3708,1,1,0,0
Process-453,3,3934,3934,3942,8,8,0,7
Process-454,2,2707,2707,2710,3,3,0,2
Process-455,5,2,2,9,7,7,0,6
Process-456,1,2725,2725,2731,6,6,0,5
Process-457,3,1434,1434,1437,3,3,0,2
Process-458,2,4700,4700,4707,2,7,5,1
Process-459,4,5151,5151,5224,10,73,63,9
Process-460,3,1596,1596,1605,6,9,3,5
Process-461,5,1724,1724,1735,6,11,5,5
Process-462,1,5188,5188,5247,10,59,49,9
Process-463,5,3550,3550,3563,4,13,9,3
Process-464,5,3810,3810,3817,2,7,5,1
Process-465,5,2102,2102,2134,5,32,27,4
Process-466,1,551,551,552,1,1,0,0
Process-467,3,2232,2232,2243,7,11,4,6
Process-468,1,78,78,88,4,10,6,3
Process-469,1,1246,1246,1260,4,14,10,3
Process-470,1,5169,5169,5241,9,72,63,8
Process-471,4,3471,3471,3479,8,8,0,7
Process-472,5,1631,1631,1649,9,18,9,8
Process-473,4,2605,2605,2610,2,5,3,1
Process-474,4,5033,5033,5058,5,25,20,4
Process-475,1,2333,2333,2338,2,5,3,1
Process-476,3,444,444,452,7,8,1,6
Process-477,5,1472,1472,1485,10,13,3,9
Process-478,1,931,931,936,5,5,0,4
Process-479,5,4226,4226,4241,6,15,9,5
Process-480,2,4553,4553,4576,4,23,19,3
Process-481,4,4241,4241,4258,10,17,7,9
Process-482,3,4855,4855,4874,10,19,9,9
Process-483,2,5059,5059,5070,8,11,3,7
Process-484,5,32,32,49,8,17,9,7
Process-485,5,1205,1205,1208,3,3,0,2
Process-486,4,708,708,711,3,3,0,2
Process-487,2,3237,3237,3252,3,15,12,2
Process-488,1,3612,3612,3636,9,24,15,8
Process-489,1,3797,3797,3815,8,18,10,7
Process-490,1,3031,3031,3065,10,34,24,9
Process-491,3,186,186,207,2,21,19,1
Process-492,2,644,644,652,8,8,0,7
Process-493,4,3619,3619,3638,9,19,10,8
Process-494,5,5456,5456,5488,10,32,22,9
Process-495,4,5471,5471,5491,9,20,11,8
Process-496,3,223,223,226,3,3,0,2
Process-497,2,2047,2047,2050,3,3,0,2
Process-498,3,182,182,206,1,24,23,0
Process-499,2,5099,5099,5126,6,27,21,5
Process-500,3,2601,2601,2609,7,8,1,6
Process-501,2,3841,3841,3867,10,26,16,9
Process-502,3,3638,3638,3641,1,3,2,0
Process-503,5,2505,2505,2529,10,24,14,9
Process-504,2,4145,4145,4166,1,21,20,0
Process-505,5,3129,3129,3148,3,19,16,2
Process-506,2,1016,1016,1031,8,15,7,7
Process-507,1,1241,1241,1242,1,1,0,0
Process-508,4,5170,5170,5242,5,72,67,4
Process-509,5,1572,1572,1576,4,4,0,3
Process-510,5,676,676,698,9,22,13,8
Process-511,3,1312,1312,1324,7,12,5,6
Process-512,1,3582,3582,3593,5,11,6,4
Process-513,3,2137,2137,2139,2,2,0,1
Process-514,5,5425,5425,5427,2,2,0,1
Process-515,2,4497,4497,4526,7,29,22,6
Process-516,3,586,586,597,9,11,2,8
Process-517,1,4031,4031,4047,4,16,12,3
Process-518,1,2383,2383,2399,3,16,13,2
Process-519,1,5190,5190,5249,3,59,56,2
Process-520,2,805,805,813,8,8,0,7
Process-521,1,2846,2846,2853,7,7,0,6
Process-522,1,3804,3804,3816,4,12,8,3
Process-523,5,2989,2989,3046,10,57,47,9
Process-524,4,2393,2393,2425,6,32,26,5
Process-525,5,2469,2469,2471,2,2,0,1
Process-526,1,1485,1485,1491,5,6,1,4
Process-527,3,1422,1422,1423,1,1,0,0
Process-528,5,830,830,835,1,5,4,0
Process-529,3,256,256,260,4,4,0,3
Process-530,1,1913,1913,1915,2,2,0,1
Process-531,1,1803,1803,1848,2,45,43,1
Process-532,4,2808,2808,2826,7,18,11,6
Process-533,1,174,174,204,8,30,22,7
Process-534,4,2826,2826,2832,4,6,2,3
Process-535,5,5187,5187,5246,4,59,55,3
Process-536,3,4369,4369,4454,1,85,84,0
Process-537,4,2276,2276,2284,8,8,0,7
Process-538,2,825,825,834,3,9,6,2
Process-539,1,1790,1790,1844,9,54,45,8
Process-540,4,2537,2537,2547,4,10,6,3
Process-541,1,1504,1504,1508,4,4,0,3
Process-542,5,3258,3258,3278,1,20,19,0
Process-543,3,1829,1829,1851,5,22,17,4
Process-544,2,3000,3000,3048,6,48,42,5
Process-545,3,71,71,78,3,7,4,2
Process-546,1,3148,3148,3155,5,7,2,4
Process-547,4,3314,3314,3323,9,9,0,8
Process-548,2,3987,3987,4005,8,18,10,7
Process-549,5,990,990,994,1,4,3,0
Process-550,2,1489,1489,1492,2,3,1,1
Process-551,1,4246,4246,4259,7,13,6,6
Process-552,1,3632,3632,3640,2,8,6,1
Process-553,4,2614,2614,2621,7,7,0,6
Process-554,5,746,746,772,7,26,19,6
Process-555,2,692,692,700,5,8,3,4
Process-556,2,3004,3004,3049,5,45,40,4
Process-557,1,4830,4830,4837,5,7,2,4
Process-558,5,5189,5189,5248,1,59,58,0
Process-559,4,1272,1272,1274,2,2,0,1
Process-560,5,559,559,568,9,9,0,8
Process-561,5,4032,4032,4048,4,16,12,3
Process-562,2,4728,4728,4732,4,4,0,3
Process-563,4,4136,4136,4165,9,29,20,8
Process-564,1,1064,1064,1072,3,8,5,2
Process-565,2,4768,4768,4790,3,22,19,2
Process-566,2,2932,2932,2948,4,16,12,3
Process-567,2,656,656,664,8,8,0,7
Process-568,4,4337,4337,4338,1,1,0,0
Process-569,1,5094,5094,5125,9,31,22,8
Process-570,2,2373,2373,2391,1,18,17,0
Process-571,3,4546,4546,4575,7,29,22,6
Process-572,2,2410,2410,2429,7,19,12,6
Process-573,4,3351,3351,3363,2,12,10,1
Process-574,1,426,426,434,5,8,3,4
Process-575,2,3920,3920,3931,2,11,9,1
Process-576,5,1808,1808,1849,6,41,35,5
Process-577,5,5088,5088,5122,7,34,27,6
Process-578,2,5374,5374,5379,5,5,0,4
Process-579,1,2992,2992,3047,10,55,45,9
Process-580,1,1032,1032,1036,4,4,0,3
Process-581,5,5262,5262,5270,3,8,5,2
Process-582,4,5341,5341,5348,7,7,0,6
Process-583,1,2003,2003,2017,6,14,8,5
Process-584,4,2314,2314,2321,6,7,1,5
Process-585,1,1799,1799,1846,9,47,38,8
Process-586,5,1555,1555,1561,3,6,3,2
Process-587,1,3388,3388,3396,1,8,7,0
Process-588,4,5194,5194,5253,8,59,51,7
Process-589,4,4358,4358,4396,7,38,31,6
Process-590,3,4477,4477,4484,7,7,0,6
