Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-200,5,5268,5268,5272,4,4,0,1
Process-201,2,2500,2500,2505,5,5,0,2
Process-202,2,3128,3128,3158,8,30,22,3
Process-203,3,656,656,672,6,16,10,2
Process-204,1,644,644,665,9,21,12,4
Process-205,3,4061,4061,4071,4,10,6,1
Process-206,4,2086,2086,2091,5,5,0,2
Process-207,2,1080,1080,1087,7,7,0,3
Process-208,4,2912,2912,2917,5,5,0,2
Process-209,1,3640,3640,3651,7,11,4,3
Process-210,1,3393,3393,3407,6,14,8,2
Process-211,5,2034,2034,2044,10,10,0,4
Process-212,2,420,420,438,6,18,12,2
Process-213,5,1801,1801,1815,9,14,5,4
Process-214,1,5268,5268,5280,8,12,4,3
Process-215,3,1694,1694,1699,4,5,1,1
Process-216,5,1599,1599,1600,1,1,0,0
Process-217,5,550,550,554,4,4,0,1
Process-218,3,486,486,487,1,1,0,0
Process-219,2,2597,2597,2607,8,10,2,3
Process-220,2,4377,4377,4393,5,16,11,2
Process-221,5,3758,3758,3762,4,4,0,1
Process-222,2,4935,4935,4942,5,7,2,2
Process-223,1,5193,5193,5218,8,25,17,3
Process-224,1,3203,3203,3238,9,35,26,4
Process-225,2,3205,3205,3212,1,7,6,0
Process-226,3,4813,4813,4822,4,9,5,1
Process-227,5,2505,2505,2509,4,4,0,1
Process-228,5,1087,1087,1092,5,5,0,2
Process-229,1,1582,1582,1586,2,4,2,0
Process-230,1,1622,1622,1628,6,6,0,2
Process-231,2,2973,2973,2975,2,2,0,0
Process-232,2,1556,1556,1574,10,18,8,4
Process-233,2,781,781,794,7,13,6,3
Process-234,5,1006,1006,1009,3,3,0,1
Process-235,4,61,61,68,7,7,0,3
Process-236,2,134,134,169,8,35,27,3
Process-237,4,4422,4422,4446,9,24,15,4
Process-238,5,5482,5482,5498,8,16,8,3
Process-239,4,4779,4779,4795,3,16,13,1
Process-240,2,4270,4270,4282,9,12,3,4
Process-241,4,132,132,137,5,5,0,2
Process-242,3,2350,2350,2352,2,2,0,0
Process-243,4,2526,2526,2527,1,1,0,0
Process-244,3,5374,5374,5383,5,9,4,2
Process-245,5,1346,1346,1348,2,2,0,0
Process-246,1,1328,1328,1335,2,7,5,0
Process-247,2,3066,3066,3112,10,46,36,4
Process-248,4,2240,2240,2242,2,2,0,0
Process-249,2,3950,3950,3958,8,8,0,3
Process-250,2,4651,4651,4677,9,26,17,4
Process-251,4,2272,2272,2298,7,26,19,3
Process-252,4,882,882,897,6,15,9,2
Process-253,3,4738,4738,4741,3,3,0,1
Process-254,1,4834,4834,4852,4,18,14,1
Process-255,2,3652,3652,3664,9,12,3,4
Process-256,3,292,292,295,3,3,0,1
Process-257,1,1140,1140,1143,3,3,0,1
Process-258,4,2777,2777,2790,6,13,7,2
Process-259,5,2488,2488,2489,1,1,0,0
Process-260,1,4998,4998,5023,10,25,15,4
Process-261,2,2561,2561,2563,2,2,0,0
Process-262,5,1808,1808,1820,7,12,5,3
Process-263,5,3844,3844,3853,9,9,0,4
Process-264,3,1925,1925,1934,8,9,1,3
Process-265,1,3697,3697,3699,2,2,0,0
Process-266,3,769,769,781,3,12,9,1
Process-267,5,5425,5425,5441,9,16,7,4
Process-268,5,2267,2267,2293,9,26,17,4
Process-269,5,2227,2227,2229,2,2,0,0
Process-270,2,4592,4592,4611,9,19,10,4
Process-271,5,453,453,461,8,8,0,3
Process-272,1,2974,2974,2978,3,4,1,1
Process-273,1,1941,1941,1946,3,5,2,1
Process-274,5,3508,3508,3513,5,5,0,2
Process-275,1,5147,5147,5154,3,7,4,1
Process-276,1,189,189,195,6,6,0,2
Process-277,1,2310,2310,2326,4,16,12,1
Process-278,4,1870,1870,1877,7,7,0,3
Process-279,5,396,396,403,1,7,6,0
Process-280,3,965,965,970,3,5,2,1
Process-281,4,916,916,922,3,6,3,1
Process-282,5,593,593,597,2,4,2,0
Process-283,2,863,863,873,1,10,9,0
Process-284,2,625,625,629,4,4,0,1
Process-285,3,3336,3336,3355,6,19,13,2
Process-286,1,3723,3723,3732,9,9,0,4
Process-287,3,4810,4810,4824,10,14,4,4
Process-288,5,975,975,976,1,1,0,0
Process-289,4,1652,1652,1653,1,1,0,0
Process-290,4,532,532,544,9,12,3,4
Process-291,3,3956,3956,3962,4,6,2,1
Process-292,1,810,810,837,5,27,22,2
Process-293,2,784,784,802,9,18,9,4
Process-294,2,2393,2393,2394,1,1,0,0
Process-295,3,4662,4662,4678,5,16,11,2
Process-296,3,4878,4878,4899,6,21,15,2
Process-297,2,2779,2779,2796,8,17,9,3
Process-298,4,3013,3013,3015,2,2,0,0
Process-299,2,146,146,186,10,40,30,4
Process-300,3,515,515,516,1,1,0,0
Process-301,5,4769,4769,4772,2,3,1,0
Process-302,1,1259,1259,1265,4,6,2,1
Process-303,3,3677,3677,3689,9,12,3,4
Process-304,4,4927,4927,4937,10,10,0,4
Process-305,3,1234,1234,1245,5,11,6,2
Process-306,3,267,267,273,4,6,2,1
Process-307,4,3447,3447,3449,2,2,0,0
Process-308,5,268,268,271,2,3,1,0
Process-309,5,2138,2138,2153,10,15,5,4
Process-310,5,2934,2934,2959,8,25,17,3
Process-311,1,4403,4403,4431,10,28,18,4
Process-312,2,1397,1397,1424,9,27,18,4
Process-313,3,2724,2724,2730,1,6,5,0
Process-314,3,2383,2383,2386,2,3,1,0
Process-315,4,5030,5030,5035,5,5,0,2
Process-316,3,3005,3005,3008,3,3,0,1
Process-317,2,1102,1102,1116,4,14,10,1
Process-318,5,1342,1342,1343,1,1,0,0
Process-319,5,3740,3740,3746,6,6,0,2
Process-320,5,3893,3893,3894,1,1,0,0
Process-321,4,1932,1932,1943,9,11,2,4
Process-322,1,5102,5102,5112,6,10,4,2
Process-323,4,47,47,53,6,6,0,2
Process-324,2,4257,4257,4273,8,16,8,3
Process-325,3,2852,2852,2858,2,6,4,0
Process-326,1,3480,3480,3487,6,7,1,2
Process-327,2,1459,1459,1470,9,11,2,4
Process-328,3,747,747,750,3,3,0,1
Process-329,2,535,535,546,4,11,7,1
Process-330,1,3612,3612,3614,2,2,0,0
Process-331,3,2043,2043,2051,7,8,1,3
Process-332,1,794,794,799,1,5,4,0
Process-333,1,93,93,97,3,4,1,1
Process-334,4,1010,1010,1012,2,2,0,0
Process-335,1,2535,2535,2539,1,4,3,0
Process-336,4,4422,4422,4450,8,28,20,3
Process-337,4,4605,4605,4614,7,9,2,3
Process-338,1,268,268,278,5,10,5,2
Process-339,2,2302,2302,2332,10,30,20,4
Process-340,4,2014,2014,2021,5,7,2,2
Process-341,2,2428,2428,2436,8,8,0,3
Process-342,2,34,34,37,3,3,0,1
Process-343,1,2069,2069,2072,3,3,0,1
Process-344,5,2263,2263,2269,1,6,5,0
Process-345,1,4371,4371,4382,9,11,2,4
Process-346,2,1491,1491,1500,6,9,3,2
Process-347,1,1554,1554,1562,6,8,2,2
Process-348,5,4303,4303,4305,2,2,0,0
Process-349,4,2669,2669,2678,3,9,6,1
Process-350,4,2651,2651,2663,10,12,2,4
Process-351,3,2852,2852,2870,8,18,10,3
Process-352,5,809,809,828,10,19,9,4
Process-353,3,2132,2132,2145,6,13,7,2
Process-354,5,4054,4054,4065,5,11,6,2
Process-355,4,73,73,75,2,2,0,0
Process-356,1,3807,3807,3810,3,3,0,1
Process-357,1,3367,3367,3377,10,10,0,4
Process-358,4,78,78,82,4,4,0,1
Process-359,4,1877,1877,1880,3,3,0,1
Process-360,2,871,871,895,6,24,18,2
Process-361,2,2710,2710,2735,9,25,16,4
Process-362,5,2463,2463,2471,8,8,0,3
Process-363,5,1301,1301,1322,10,21,11,4
Process-364,2,2756,2756,2774,10,18,8,4
Process-365,3,2990,2990,2998,5,8,3,2
Process-366,3,2128,2128,2134,6,6,0,2
Process-367,1,591,591,604,6,13,7,2
Process-368,1,430,430,440,2,10,8,0
Process-369,2,861,861,899,10,38,28,4
Process-370,2,3398,3398,3405,3,7,4,1
Process-371,5,2988,2988,2993,5,5,0,2
Process-372,1,2945,2945,2957,1,12,11,0
Process-373,5,4389,4389,4400,3,11,8,1
Process-374,4,1687,1687,1690,3,3,0,1
Process-375,1,843,843,875,6,32,26,2
Process-376,2,3456,3456,3461,5,5,0,2
Process-377,1,4161,4161,4194,8,33,25,3
Process-378,4,215,215,223,8,8,0,3
Process-379,4,830,830,859,10,29,19,4
Process-380,5,302,302,305,3,3,0,1
Process-381,5,4337,4337,4344,7,7,0,3
Process-382,3,4839,4839,4853,5,14,9,2
Process-383,5,1251,1251,1261,10,10,0,4
Process-384,3,530,530,533,3,3,0,1
Process-385,5,1900,1900,1907,5,7,2,2
Process-386,4,2006,2006,2012,6,6,0,2
Process-387,1,3533,3533,3538,5,5,0,2
Process-388,5,1569,1569,1584,10,15,5,4
Process-389,3,5391,5391,5396,5,5,0,2
Process-390,1,3402,3402,3416,9,14,5,4
Process-391,1,2918,2918,2923,5,5,0,2
Process-392,3,838,838,868,7,30,23,3
Process-393,2,3487,3487,3494,1,7,6,0
Process-394,1,2821,2821,2831,10,10,0,4
Process-395,1,1028,1028,1036,8,8,0,3
Process-396,1,4425,4425,4469,9,44,35,4
Process-397,3,1493,1493,1505,5,12,7,2
Process-398,5,4175,4175,4192,8,17,9,3
Process-399,3,1441,1441,1446,2,5,3,0
Process-400,4,4402,4402,4417,9,15,6,4
Process-401,4,199,199,202,3,3,0,1
Process-402,3,1397,1397,1420,10,23,13,4
Process-403,3,1917,1917,1924,7,7,0,3
Process-404,2,36,36,41,4,5,1,1
Process-405,1,1737,1737,1743,6,6,0,2
Process-406,3,2523,2523,2526,3,3,0,1
Process-407,5,1106,1106,1114,4,8,4,1
Process-408,2,2249,2249,2253,4,4,0,1
Process-409,1,3192,3192,3222,10,30,20,4
Process-410,4,3145,3145,3154,4,9,5,1
Process-411,4,1520,1520,1522,2,2,0,0
Process-412,3,1834,1834,1839,5,5,0,2
Process-413,3,5321,5321,5322,1,1,0,0
Process-414,1,4031,4031,4046,9,15,6,4
Process-415,1,2051,2051,2052,1,1,0,0
Process-416,5,2941,2941,2956,3,15,12,1
Process-417,4,3343,3343,3358,3,15,12,1
Process-418,2,3026,3026,3032,2,6,4,0
Process-419,4,4899,4899,4912,9,13,4,4
Process-420,3,1728,1728,1733,5,5,0,2
Process-421,5,2937,2937,2950,2,13,11,0
Process-422,3,704,704,713,1,9,8,0
Process-423,5,5206,5206,5212,3,6,3,1
Process-424,1,5185,5185,5216,8,31,23,3
Process-425,3,3101,3101,3144,9,43,34,4
Process-426,1,1910,1910,1917,7,7,0,3
Process-427,5,5227,5227,5239,9,12,3,4
Process-428,4,842,842,876,9,34,25,4
Process-429,5,3270,3270,3272,2,2,0,0
Process-430,5,4915,4915,4924,6,9,3,2
Process-431,3,2597,2597,2598,1,1,0,0
Process-432,2,4381,4381,4416,9,35,26,4
Process-433,1,246,246,254,8,8,0,3
Process-434,3,1327,1327,1333,6,6,0,2
Process-435,5,2476,2476,2484,5,8,3,2
Process-436,2,3965,3965,3983,9,18,9,4
Process-437,2,2582,2582,2591,1,9,8,0
Process-438,2,3104,3104,3121,3,17,14,1
Process-439,5,5377,5377,5384,5,7,2,2
Process-440,4,4513,4513,4519,6,6,0,2
Process-441,5,2777,2777,2781,3,4,1,1
Process-442,5,657,657,670,7,13,6,3
Process-443,4,283,283,288,5,5,0,2
Process-444,2,3770,3770,3777,1,7,6,0
Process-445,4,1453,1453,1459,6,6,0,2
Process-446,1,753,753,766,5,13,8,2
Process-447,2,3274,3274,3292,9,18,9,4
Process-448,5,2567,2567,2581,10,14,4,4
Process-449,2,1845,1845,1857,9,12,3,4
Process-450,5,1511,1511,1514,3,3,0,1
Process-451,5,3119,3119,3126,1,7,6,0
Process-452,2,4750,4750,4760,10,10,0,4
Process-453,4,4971,4971,4980,9,9,0,4
Process-454,3,4781,4781,4810,8,29,21,3
Process-455,3,2122,2122,2124,2,2,0,0
Process-456,4,3071,3071,3089,4,18,14,1
Process-457,4,137,137,145,4,8,4,1
Process-458,4,2755,2755,2760,5,5,0,2
Process-459,4,3084,3084,3102,5,18,13,2
Process-460,1,5191,5191,5205,3,14,11,1
Process-461,5,3121,3121,3146,8,25,17,3
Process-462,3,3623,3623,3626,3,3,0,1
Process-463,5,375,375,410,10,35,25,4
Process-464,4,2420,2420,2422,2,2,0,0
Process-465,3,975,975,980,4,5,1,1
Process-466,2,1457,1457,1461,2,4,2,0
Process-467,3,1898,1898,1909,6,11,5,2
Process-468,1,932,932,945,7,13,6,3
Process-469,5,1281,1281,1297,8,16,8,3
Process-470,4,3337,3337,3353,4,16,12,1
Process-471,5,1801,1801,1810,3,9,6,1
Process-472,4,3305,3305,3309,4,4,0,1
Process-473,3,5478,5478,5496,6,18,12,2
Process-474,4,756,756,776,10,20,10,4
Process-475,4,706,706,730,8,24,16,3
Process-476,1,1606,1606,1607,1,1,0,0
Process-477,1,2717,2717,2740,7,23,16,3
Process-478,3,1092,1092,1097,1,5,4,0
Process-479,1,810,810,822,2,12,10,0
Process-480,4,3336,3336,3341,1,5,4,0
Process-481,1,3764,3764,3782,7,18,11,3
Process-482,5,680,680,684,4,4,0,1
Process-483,3,4703,4703,4706,3,3,0,1
Process-484,5,1064,1064,1066,2,2,0,0
Process-485,5,3762,3762,3766,4,4,0,1
Process-486,5,231,231,235,4,4,0,1
Process-487,4,4709,4709,4714,4,5,1,1
Process-488,5,2223,2223,2224,1,1,0,0
Process-489,4,3283,3283,3287,4,4,0,1
Process-490,2,4451,4451,4461,1,10,9,0
Process-491,1,681,681,694,10,13,3,4
Process-492,3,3207,3207,3226,4,19,15,1
Process-493,1,1277,1277,1288,3,11,8,1
Process-494,3,2378,2378,2384,6,6,0,2
Process-495,4,1164,1164,1169,4,5,1,1
Process-496,1,338,338,339,1,1,0,0
Process-497,3,3263,3263,3267,4,4,0,1
Process-498,5,7,7,8,1,1,0,0
Process-499,4,371,371,406,9,35,26,4
Process-500,2,3203,3203,3224,6,21,15,2
Process-501,2,1952,1952,1974,7,22,15,3
Process-502,5,1042,1042,1050,8,8,0,3
Process-503,3,1215,1215,1229,9,14,5,4
Process-504,3,2534,2534,2538,4,4,0,1
Process-505,3,816,816,836,6,20,14,2
Process-506,2,2440,2440,2448,6,8,2,2
Process-507,4,3945,3945,3948,3,3,0,1
Process-508,2,3388,3388,3394,6,6,0,2
Process-509,4,3744,3744,3753,7,9,2,3
Process-510,1,2645,2645,2648,3,3,0,1
Process-511,5,4789,4789,4808,7,19,12,3
Process-512,3,4174,4174,4200,6,26,20,2
Process-513,4,4588,4588,4592,4,4,0,1
Process-514,2,728,728,737,5,9,4,2
Process-515,4,1567,1567,1572,4,5,1,1
Process-516,5,4784,4784,4794,2,10,8,0
Process-517,4,3645,3645,3655,8,10,2,3
Process-518,2,4495,4495,4503,8,8,0,3
Process-519,2,1925,1925,1930,1,5,4,0
Process-520,3,2677,2677,2689,3,12,9,1
Process-521,5,3296,3296,3305,9,9,0,4
Process-522,4,1204,1204,1208,4,4,0,1
Process-523,4,1264,1264,1275,10,11,1,4
Process-524,5,5093,5093,5094,1,1,0,0
Process-525,4,3313,3313,3315,2,2,0,0
Process-526,5,957,957,967,10,10,0,4
Process-527,1,645,645,658,4,13,9,1
Process-528,4,1088,1088,1100,7,12,5,3
Process-529,2,930,930,940,8,10,2,3
Process-530,4,2732,2732,2745,9,13,4,4
Process-531,1,3344,3344,3359,3,15,12,1
Process-532,1,4957,4957,4963,6,6,0,2
Process-533,4,3939,3939,3944,5,5,0,2
Process-534,5,2749,2749,2750,1,1,0,0
Process-535,2,4196,4196,4213,9,17,8,4
Process-536,2,803,803,807,4,4,0,1
Process-537,5,4536,4536,4551,8,15,7,3
Process-538,5,1714,1714,1726,10,12,2,4
Process-539,3,2924,2924,2944,10,20,10,4
Process-540,3,908,908,915,2,7,5,0
Process-541,2,76,76,83,3,7,4,1
Process-542,2,4526,4526,4545,10,19,9,4
Process-543,1,2661,2661,2693,8,32,24,3
Process-544,3,2267,2267,2290,6,23,17,2
Process-545,3,1661,1661,1664,3,3,0,1
Process-546,1,426,426,449,8,23,15,3
Process-547,1,5441,5441,5456,4,15,11,1
Process-548,3,1713,1713,1720,3,7,4,1
Process-549,2,3033,3033,3079,10,46,36,4
Process-550,3,2933,2933,2955,3,22,19,1
Process-551,1,3717,3717,3719,2,2,0,0
Process-552,3,2674,2674,2694,7,20,13,3
Process-553,4,4084,4084,4087,3,3,0,1
Process-554,4,4821,4821,4833,9,12,3,4
Process-555,2,3462,3462,3469,7,7,0,3
Process-556,2,4012,4012,4023,9,11,2,4
Process-557,3,755,755,759,4,4,0,1
Process-558,1,1594,1594,1599,5,5,0,2
Process-559,5,2291,2291,2312,8,21,13,3
Process-560,3,2312,2312,2334,8,22,14,3
Process-561,3,144,144,184,9,40,31,4
Process-562,5,4602,4602,4604,1,2,1,0
Process-563,1,3024,3024,3047,9,23,14,4
Process-564,5,471,471,476,5,5,0,2
Process-565,2,1353,1353,1371,7,18,11,3
Process-566,2,1426,1426,1442,10,16,6,4
Process-567,4,1231,1231,1242,9,11,2,4
Process-568,4,2412,2412,2417,3,5,2,1
Process-569,3,4711,4711,4723,5,12,7,2
Process-570,4,4051,4051,4062,4,11,7,1
Process-571,5,1984,1984,1994,10,10,0,4
Process-572,4,4883,4883,4905,7,22,15,3
Process-573,3,2900,2900,2902,1,2,1,0
Process-574,5,156,156,165,2,9,7,0
Process-575,2,2725,2725,2732,2,7,5,0
Process-576,3,5333,5333,5341,5,8,3,2
Process-577,2,5433,5433,5452,3,19,16,1
Process-578,5,4094,4094,4103,9,9,0,4
Process-579,3,1062,1062,1073,9,11,2,4
Process-580,1,4252,4252,4257,5,5,0,2
Process-581,3,2709,2709,2719,8,10,2,3
Process-582,3,3391,3391,3398,4,7,3,1
Process-583,5,1643,1643,1646,3,3,0,1
Process-584,4,5417,5417,5421,4,4,0,1
Process-585,1,3061,3061,3085,4,24,20,1
Process-586,1,3024,3024,3065,10,41,31,4
Process-587,4,3672,3672,3680,8,8,0,3
Process-588,2,2168,2168,2171,3,3,0,1
Process-589,1,4215,4215,4216,1,1,0,0
Process-590,3,1857,1857,1862,5,5,0,2
Process-591,1,2,2,7,5,5,0,2
Process-592,1,1882,1882,1890,8,8,0,3
Process-593,1,3906,3906,3915,9,9,0,4
